Time,Temp1,Temp2,Temp3,Temp4,Temp5,Temp6
"05-Apr-22 
 01:40:40 PM",23.56722511106904,19.49440614116182,20.15364924027222,19.199316148358427,23.881956939715703,22.507390409122294
"05-Apr-22 
 01:40:41 PM",30.127594224436937,22.29964918466451,28.15761813352334,26.83324990879895,34.102085391142516,22.080454941285314
"05-Apr-22 
 01:40:41 PM",21.756655018150937,14.113537627902076,19.3275796250985,19.21976831997602,17.57288425612854,20.820355659420926
"05-Apr-22 
 01:40:41 PM",30.392863439441342,21.778975631808073,30.21344742244636,19.988552676692382,20.787155757004932,25.465605575364314
"05-Apr-22 
 01:40:41 PM",14.737324510752039,20.325936000882006,15.471945751571687,14.353679926945787,18.549261617425913,22.955726738164742
"05-Apr-22 
 01:40:42 PM",21.42965890409758,18.66526824883945,22.55831949823908,19.340056093305105,15.49902275497619,18.55572153634684
"05-Apr-22 
 01:40:42 PM",26.72008374322339,41.35132513752709,46.07869040993619,29.689596862543112,37.67271820926241,32.70575681173046
"05-Apr-22 
 01:40:42 PM",53.81409894887892,53.177062127153405,58.03427569005546,57.061965856437745,62.82356289271569,35.33393139362667
"05-Apr-22 
 01:40:42 PM",79.38718445443162,96.93214047701724,96.44943398599732,84.15564508747202,73.8940191949925,86.63665499884337
"05-Apr-22 
 01:40:43 PM",72.17795990742087,104.7619162539057,99.8913689884505,109.6334545215254,119.59436740468175,92.78843281786526
"05-Apr-22 
 01:40:43 PM",105.86794384599288,119.31598338813357,161.1240534944231,101.94398347682363,160.4609729488959,158.00786978323362
"05-Apr-22 
 01:40:43 PM",113.27730189724873,151.51252009013638,175.51674085838403,140.3995365039152,151.44497276813377,159.1658692440315
"05-Apr-22 
 01:40:43 PM",239.16348407833448,292.4297659316125,249.24541187877753,158.72979035792582,284.8583847243496,201.3237280831292
"05-Apr-22 
 01:40:44 PM",225.2831560691615,215.47745285092475,304.94395593366477,358.2412382072646,287.5495180356448,319.44924740966735
"05-Apr-22 
 01:40:44 PM",423.4269009104458,247.4581659811085,346.79303790386604,385.02372715726585,295.07739427046124,442.6146039026333
"05-Apr-22 
 01:40:44 PM",401.38281767496943,367.0246544136742,306.50601524769627,323.51015755355706,370.26463720791037,418.2234932042713
"05-Apr-22 
 01:40:45 PM",526.7729776007837,568.4391136630517,482.2268100911905,489.0192078102146,399.00322571994286,455.68382502086394
